Rockslug
	Grimy snapdragon[1 in 0]
	Grimy torstol[1 in 0]
	Grubby key[1 in 16]
	Irit seed[1 in 124]
	Jar of eyes[1 in 1980]
	Kwuarm seed[1 in 264]
	Lantadyme seed[1 in 782]
	Loop half of key[1 in 6784]
	Maple seed[1 in 50]
	Mithril arrow[1 in 0]
	Mithril bolts[1 in 0]
	Mithril ore[1 in 0]
	Nature talisman[1 in 4302]
	Onyx bolt tips[1 in 0]
	Papaya tree seed[1 in 50]
	Poison ivy seed[1 in 180]
	Potato cactus seed[1 in 264]
	Red dragonhide[1 in 0]
	Rune 2h sword[1 in 50]
	Rune javelin[1 in 1308]
	Rune med helm[1 in 50]
	Rune platebody[1 in 50]
	Rune spear[1 in 11998]
	Runite ore[1 in 0]
	Sarachnis cudgel[1 in 386]
	Shield left half[1 in 21834]
	Snapdragon seed[1 in 396]
	Snape grass seed[1 in 330]
	Soul rune[1 in 0]
	Spider carcass[1 in 10]
	Sraracha[1 in 2958]
	Tattered moon page[1 in 14]
	Tattered sun page[1 in 14]
	Tattered temple page[1 in 14]
	Toadflax seed[1 in 84]
	Tooth half of key[1 in 6480]
	Torstol seed[1 in 1960]
	Uncut diamond[1 in 0]
	Uncut emerald[1 in 0]
	Uncut ruby[1 in 0]
	Uncut sapphire[1 in 0]
	Weapon poison(++)[1 in 0]
	Yew seed[1 in 100]
Scarab Mage
	Adamant arrow[1 in 0]
	Adamant javelin[1 in 426]
	Adamant kiteshield[1 in 42]
	Adamantite ore[1 in 4]
	Avantoe seed[1 in 690]
	Bass[1 in 6]
	Battlestaff[1 in 22]
	Belladonna seed[1 in 484]
	Blood rune[1 in 2]
	Bones[1 in 2]
	Cactus seed[1 in 718]
	Cadantine seed[1 in 2156]
	Chaos talisman[1 in 366]
	Coal[1 in 0]
	Coins[1 in 0]
	Cosmic rune[1 in 2]
	Death rune[1 in 186]
	Desert goat horn[1 in 10]
	Dragon med helm[1 in 16366]
	Dragon spear[1 in 1788]
	Dragonstone[1 in 8136]
	Dwarf weed seed[1 in 5098]
	Fire rune[1 in 0]
	Grimy avantoe[1 in 136]
	Grimy cadantine[1 in 204]
	Grimy dwarf weed[1 in 274]
	Grimy guam leaf[1 in 26]
	Grimy harralander[1 in 58]
	Grimy irit leaf[1 in 102]
	Grimy kwuarm[1 in 164]
	Grimy lantadyme[1 in 276]
	Grimy marrentill[1 in 34]
	Grimy ranarr weed[1 in 74]
	Grimy tarromin[1 in 46]
	Irit seed[1 in 472]
	Kwuarm seed[1 in 1006]
	Lantadyme seed[1 in 3006]
	Lava rune[1 in 0]
	Law rune[1 in 174]
	Lobster[1 in 26]
	Loop half of key[1 in 330]
	Marrentill tar[1 in 2]
	Mithril bar[1 in 2]
	Nature rune[1 in 82]
	Nature talisman[1 in 366]
	Poison ivy seed[1 in 686]
	Potato cactus seed[1 in 996]
	Raw bass[1 in 2]
	Raw lobster[1 in 2]
	Rune 2h sword[1 in 5600]
	Rune arrow[1 in 4]
	Rune battleaxe[1 in 5340]
	Rune dagger[1 in 64]
	Rune javelin[1 in 110]
	Rune kiteshield[1 in 16474]
	Rune mace[1 in 128]
	Rune spear[1 in 688]
	Rune sq shield[1 in 126]
	Runite bar[1 in 3294]
	Shield left half[1 in 1368]
	Silver ore[1 in 82]
	Snapdragon seed[1 in 1508]
	Snape grass seed[1 in 1260]
	Steel arrow[1 in 54]
	Toadflax seed[1 in 326]
	Tooth half of key[1 in 328]
	Torstol seed[1 in 7846]
	Uncut diamond[1 in 274]
	Uncut emerald[1 in 34]
	Uncut ruby[1 in 68]
	Uncut sapphire[1 in 6]
	Waterskin(4)[1 in 128]
Scorpia
	Battlestaff[1 in 0]
	Blighted anglerfish[1 in 0]
	Blighted super restore(4)[1 in 6]
	Blood rune[1 in 0]
	Chaos rune[1 in 0]
	Clue scroll (hard)[1 in 100]
	Coins[1 in 0]
	Death rune[1 in 0]
	Dragon 2h sword[1 in 130]
	Dragon javelin heads[1 in 0]
	Dragon scimitar[1 in 128]
	Ensouled scorpion head[1 in 18]
	Grimy dwarf weed[1 in 0]
	Grimy kwuarm[1 in 0]
	Grimy snapdragon[1 in 0]
	Grimy torstol[1 in 0]
	Malediction shard 3[1 in 260]
	Mystic earth staff[1 in 32]
	Mystic robe bottom[1 in 130]
	Mystic robe top[1 in 130]
	Odium shard 3[1 in 258]
	Onyx bolt tips[1 in 0]
	Rune 2h sword[1 in 26]
	Rune chainbody[1 in 32]
	Rune kiteshield[1 in 26]
	Rune pickaxe[1 in 26]
	Rune platelegs[1 in 32]
	Rune scimitar[1 in 32]
	Rune warhammer[1 in 32]
	Runite ore[1 in 10]
	Scorpia's offspring[1 in 2014]
	Uncut diamond[1 in 0]
	Uncut ruby[1 in 0]
	Wilderness crabs teleport[1 in 32]
Scorpion
	Clue scroll (beginner)[1 in 100]
	Ensouled scorpion head[1 in 24]
