Aberrant Spectre
	Imbued heart[1 in 752]
	Irit seed[1 in 14]
	Kwuarm seed[1 in 30]
	Lantadyme seed[1 in 92]
	Lava battlestaff[1 in 36]
	Loop half of key[1 in 478]
	Mist battlestaff[1 in 214]
	Mithril kiteshield[1 in 36]
	Mystic robe bottom (dark)[1 in 170]
	Nature talisman[1 in 322]
	Poison ivy seed[1 in 20]
	Potato cactus seed[1 in 30]
	Rune full helm[1 in 36]
	Rune javelin[1 in 96]
	Rune spear[1 in 896]
	Shield left half[1 in 1830]
	Snapdragon seed[1 in 46]
	Snape grass seed[1 in 38]
	Steel axe[1 in 12]
	Toadflax seed[1 in 10]
	Tooth half of key[1 in 472]
	Torstol seed[1 in 228]
	Uncut diamond[1 in 238]
	Uncut emerald[1 in 30]
	Uncut ruby[1 in 60]
	Uncut sapphire[1 in 14]
Abyssal Demon
	Abyssal ashes[1 in 2]
	Abyssal dagger[1 in 32102]
	Abyssal head[1 in 5870]
	Abyssal whip[1 in 514]
	Adamant javelin[1 in 204]
	Adamantite bar[1 in 64]
	Air rune[1 in 0]
	Black axe[1 in 64]
	Black sword[1 in 32]
	Blood rune[1 in 4]
	Chaos rune[1 in 2]
	Chaos talisman[1 in 114]
	Clue scroll (elite)[1 in 1182]
	Clue scroll (hard)[1 in 128]
	Coins[1 in 0]
	Cosmic talisman[1 in 128]
	Death rune[1 in 90]
	Defence potion(3)[1 in 128]
	Dragon med helm[1 in 8194]
	Dragon spear[1 in 1998]
	Dragonstone[1 in 4052]
	Ensouled abyssal head[1 in 26]
	Grimy avantoe[1 in 142]
	Grimy cadantine[1 in 214]
	Grimy dwarf weed[1 in 286]
	Grimy guam leaf[1 in 26]
	Grimy harralander[1 in 60]
	Grimy irit leaf[1 in 106]
	Grimy kwuarm[1 in 172]
	Grimy lantadyme[1 in 286]
	Grimy marrentill[1 in 36]
	Grimy ranarr weed[1 in 78]
	Grimy tarromin[1 in 48]
	Law rune[1 in 28]
	Lobster[1 in 64]
	Loop half of key[1 in 322]
	Mithril kiteshield[1 in 128]
	Nature rune[1 in 40]
	Nature talisman[1 in 1054]
	Pure essence[1 in 0]
	Rune 2h sword[1 in 2732]
	Rune arrow[1 in 96]
	Rune battleaxe[1 in 2728]
	Rune chainbody[1 in 128]
	Rune javelin[1 in 310]
	Rune kiteshield[1 in 8184]
	Rune med helm[1 in 128]
	Rune spear[1 in 748]
	Rune sq shield[1 in 4132]
	Runite bar[1 in 1634]
	Shield left half[1 in 1488]
	Silver ore[1 in 40]
	Steel arrow[1 in 26]
	Steel battleaxe[1 in 42]
	Tooth half of key[1 in 322]
	Uncut diamond[1 in 776]
	Uncut emerald[1 in 96]
	Uncut ruby[1 in 194]
	Uncut sapphire[1 in 48]
Abyssal Sire
	Abyssal ashes[1 in 2]
	Air battlestaff[1 in 12]
	Air talisman[1 in 330]
	Battlestaff[1 in 2]
	Binding necklace[1 in 2]
	Blood rune[1 in 0]
	Body talisman[1 in 326]
	Cannonball[1 in 0]
	Chaos talisman[1 in 1088]
	Chilli potato[1 in 2]
	Clue scroll (elite)[1 in 180]
	Coal[1 in 0]
	Coins[1 in 0]
	Cosmic rune[1 in 0]
	Cosmic talisman[1 in 818]
	Earth orb[1 in 0]
	Earth talisman[1 in 328]
	Fire talisman[1 in 326]
	Grimy cadantine[1 in 4]
	Grimy dwarf weed[1 in 4]
	Grimy kwuarm[1 in 4]
	Grimy lantadyme[1 in 6]
	Jug of water[1 in 0]
	Law rune[1 in 0]
	Loop half of key[1 in 10000000]
	Magic logs[1 in 0]
	Mind talisman[1 in 328]
	Mystic air staff[1 in 36]
	Mystic lava staff[1 in 18]
	Nature talisman[1 in 1092]
	Onyx bolt tips[1 in 4]
	Pure essence[1 in 0]
	Rune full helm[1 in 12]
	Rune kiteshield[1 in 24]
	Rune platebody[1 in 18]
	Rune sword[1 in 12]
	Runite bar[1 in 14]
	Runite ore[1 in 6]
	Saradomin brew(3)[1 in 12]
	Soul rune[1 in 0]
	Spirit seed[1 in 10000000]
	Super restore(4)[1 in 8]
	Uncut diamond[1 in 2]
	Unsired[1 in 100]
	Water talisman[1 in 326]
Adamant Dragon
	Adamant arrow[1 in 0]
	Adamant bolts(unf)[1 in 0]
	Adamant javelin[1 in 342]
	Adamant javelin heads[1 in 0]
	Adamant platebody[1 in 12]
	Adamantite bar[1 in 0]
	Adamantite ore[1 in 0]
	Chaos rune[1 in 0]
	Chaos talisman[1 in 30912]
	Clue scroll (elite)[1 in 318]
	Coins[1 in 0]
	Death rune[1 in 0]
	Diamond[1 in 0]
	Draconic visage[1 in 8920]
	Dragon bolts (unf)[1 in 0]
	Dragon bones[1 in 2]
	Dragon javelin heads[1 in 0]
	Dragon limbs[1 in 1022]
	Dragon med helm[1 in 110]
	Dragon metal slice[1 in 5032]
	Dragon platelegs[1 in 110]
	Dragon plateskirt[1 in 110]
	Dragon spear[1 in 4620]
	Dragonstone[1 in 7174]
	Grimy avantoe[1 in 44]
	Grimy ranarr weed[1 in 56]
	Grimy snapdragon[1 in 54]
	Grimy torstol[1 in 74]
	Law rune[1 in 158]
	Loop half of key[1 in 700]
	Nature rune[1 in 72]
	Nature talisman[1 in 31202]
	Rune 2h sword[1 in 4628]
	Rune arrow[1 in 166]
	Rune battleaxe[1 in 4678]
	Rune javelin[1 in 8064]
	Rune kiteshield[1 in 14482]
	Rune mace[1 in 16]
	Rune scimitar[1 in 16]
	Rune spear[1 in 1712]
	Rune sq shield[1 in 7072]
	Runite bar[1 in 2850]
	Shield left half[1 in 3418]
	Silver ore[1 in 74]
	Steel arrow[1 in 46]
	Tooth half of key[1 in 698]
	Uncut diamond[1 in 22296]
	Uncut emerald[1 in 2838]
	Uncut ruby[1 in 5904]
	Uncut sapphire[1 in 1448]
	Wrath rune[1 in 0]
	Wrath talisman[1 in 110]
Al-Kharid warrior

