Lava dragon
	Rune spear[1 in 3904]
	Shield left half[1 in 7810]
	Steel axe[1 in 32]
	Steel full helm[1 in 32]
	Steel scimitar[1 in 42]
	Tooth half of key[1 in 2056]
	Uncut diamond[1 in 1046]
	Uncut emerald[1 in 130]
	Uncut ruby[1 in 260]
	Uncut sapphire[1 in 64]
	Vile ashes[1 in 2]
Lizard
	Big bones[1 in 2]
	Cabbage seed[1 in 20]
	Chaos talisman[1 in 692]
	Coal[1 in 10]
	Copper ore[1 in 42]
	Curved bone[1 in 4928]
	Dragon spear[1 in 5136]
	Fire rune[1 in 0]
	Grimy avantoe[1 in 272]
	Grimy cadantine[1 in 408]
	Grimy dwarf weed[1 in 550]
	Grimy guam leaf[1 in 52]
	Grimy harralander[1 in 116]
	Grimy irit leaf[1 in 206]
	Grimy kwuarm[1 in 328]
	Grimy lantadyme[1 in 550]
	Grimy marrentill[1 in 68]
	Grimy ranarr weed[1 in 150]
	Grimy tarromin[1 in 92]
	Iron ore[1 in 6]
	Kebab[1 in 10]
	Long bone[1 in 402]
	Loop half of key[1 in 1048]
	Mithril ore[1 in 128]
	Mystic gloves (light)[1 in 506]
	Nature rune[1 in 6]
	Nature talisman[1 in 690]
	Onion seed[1 in 14]
	Potato seed[1 in 10]
	Rune javelin[1 in 208]
	Rune spear[1 in 1964]
	Shield left half[1 in 3806]
	Silver bar[1 in 64]
	Silver ore[1 in 42]
	Snape grass seed[1 in 930]
	Strawberry seed[1 in 310]
	Sweetcorn seed[1 in 104]
	Tin ore[1 in 32]
	Tomato seed[1 in 52]
	Tooth half of key[1 in 1040]
	Uncut diamond[1 in 524]
	Uncut emerald[1 in 66]
	Uncut ruby[1 in 130]
	Uncut sapphire[1 in 32]
	Watermelon seed[1 in 626]
	Waterskin(0)[1 in 4]
Lizardman
	Avantoe seed[1 in 218]
	Belladonna seed[1 in 144]
	Bones[1 in 2]
	Cactus seed[1 in 216]
	Cadantine seed[1 in 652]
	Dwarf weed seed[1 in 1296]
	Harralander seed[1 in 46]
	Irit seed[1 in 144]
	Jangerberry seed[1 in 28]
	Kwuarm seed[1 in 288]
	Lantadyme seed[1 in 870]
	Limpwurt seed[1 in 20]
	Lizardman fang[1 in 2]
	Marrentill seed[1 in 20]
	Mushroom spore[1 in 90]
	Poison ivy seed[1 in 200]
	Potato cactus seed[1 in 324]
	Ranarr seed[1 in 66]
	Snapdragon seed[1 in 520]
	Snape grass seed[1 in 64]
	Strawberry seed[1 in 20]
	Tarromin seed[1 in 30]
	Toadflax seed[1 in 96]
	Torstol seed[1 in 2592]
	Watermelon seed[1 in 42]
	Whiteberry seed[1 in 76]
	Wildblood seed[1 in 32]
	Xeric's talisman (inert)[1 in 126]
	Xerician fabric[1 in 4]
Lizardman brute
	Avantoe seed[1 in 216]
	Belladonna seed[1 in 144]
	Bones[1 in 2]
	Cactus seed[1 in 216]
	Cadantine seed[1 in 658]
	Dwarf weed seed[1 in 1274]
	Harralander seed[1 in 46]
	Irit seed[1 in 146]
	Jangerberry seed[1 in 28]
	Kwuarm seed[1 in 290]
	Lantadyme seed[1 in 870]
	Limpwurt seed[1 in 18]
	Lizardman fang[1 in 2]
	Marrentill seed[1 in 20]
	Mushroom spore[1 in 90]
	Poison ivy seed[1 in 200]
	Potato cactus seed[1 in 328]
	Ranarr seed[1 in 66]
	Snapdragon seed[1 in 520]
	Snape grass seed[1 in 66]
	Strawberry seed[1 in 20]
	Tarromin seed[1 in 30]
	Toadflax seed[1 in 96]
	Torstol seed[1 in 2588]
	Watermelon seed[1 in 42]
	Whiteberry seed[1 in 76]
	Wildblood seed[1 in 32]
	Xeric's talisman (inert)[1 in 124]
	Xerician fabric[1 in 4]
Lizardman Shaman
	Adamant javelin[1 in 78]
	Air rune[1 in 0]
	Big bones[1 in 2]
	Celastrus seed[1 in 3078]
	Chaos rune[1 in 0]
	Chaos talisman[1 in 6832]
	Chilli potato[1 in 8]
	Clue scroll (elite)[1 in 1202]
	Clue scroll (hard)[1 in 198]
	Coal[1 in 0]
	Coins[1 in 0]
	Curved bone[1 in 4988]
	Death rune[1 in 0]
	Dragon med helm[1 in 3178]
	Dragon spear[1 in 1032]
	Dragon warhammer[1 in 3038]
	Dragonfruit tree seed[1 in 2084]
	Dragonstone[1 in 1598]
	Earth battlestaff[1 in 30]
	Fire rune[1 in 0]
	Iron ore[1 in 0]
	Law rune[1 in 36]
	Lizardman fang[1 in 0]
	Long bone[1 in 400]
	Loop half of key[1 in 156]
	Magic seed[1 in 1036]
	Mahogany seed[1 in 682]
	Maple seed[1 in 684]
	Mystic earth staff[1 in 30]
	Nature rune[1 in 16]
	Nature talisman[1 in 6950]
	Palm tree seed[1 in 1242]
	Papaya tree seed[1 in 894]
	Ranarr seed[1 in 414]
	Red d'hide vambraces[1 in 50]
	Redwood tree seed[1 in 3080]
	Rune 2h sword[1 in 1064]
	Rune arrow[1 in 38]
	Rune battleaxe[1 in 1064]
	Rune chainbody[1 in 42]
	Rune javelin[1 in 2094]
	Rune kiteshield[1 in 3178]
	Rune med helm[1 in 28]
	Rune spear[1 in 388]
	Rune sq shield[1 in 1580]
	Rune warhammer[1 in 30]
	Runite bar[1 in 634]
	Runite ore[1 in 0]
	Shield left half[1 in 780]
	Silver ore[1 in 16]
	Snapdragon seed[1 in 442]
	Spirit seed[1 in 1564]
	Steel arrow[1 in 10]
	Teak seed[1 in 692]
	Tooth half of key[1 in 156]
	Torstol seed[1 in 564]
	Uncut diamond[1 in 5208]
	Uncut emerald[1 in 640]
	Uncut ruby[1 in 1290]
	Uncut sapphire[1 in 324]
	Watermelon seed[1 in 42]
	Willow seed[1 in 622]
	Xeric's talisman (inert)[1 in 124]
	Xerician fabric[1 in 6]
	Yew seed[1 in 686]
Loar Shade
	Loar remains[1 in 2]
Lobstrosity
	Avantoe seed[1 in 212]
	Belladonna seed[1 in 150]
	Cactus seed[1 in 220]
	Cadantine seed[1 in 666]
	Caviar[1 in 12]
	Chaos rune[1 in 0]
	Chaos talisman[1 in 1728]
	Clue scroll (easy)[1 in 128]
	Coins[1 in 0]
	Death rune[1 in 2]
	Dragon spear[1 in 12540]
	Dwarf weed seed[1 in 1474]
	Giant seaweed[1 in 2]
	Grimy avantoe[1 in 90]
	Grimy cadantine[1 in 18]
	Grimy dwarf weed[1 in 20]
	Grimy guam leaf[1 in 16]
	Grimy harralander[1 in 38]
	Grimy irit leaf[1 in 68]
	Grimy kwuarm[1 in 14]
	Grimy lantadyme[1 in 24]
	Grimy marrentill[1 in 22]
	Grimy ranarr weed[1 in 48]
	Grimy tarromin[1 in 30]
	Harralander seed[1 in 274]
	Irit seed[1 in 146]
	Jangerberry seed[1 in 168]
	Kwuarm seed[1 in 304]
	Lantadyme seed[1 in 914]
	Limpwurt seed[1 in 112]
	Loop half of key[1 in 2592]
	Marrentill seed[1 in 124]
	Mushroom spore[1 in 530]
	Nature rune[1 in 2]
	Nature talisman[1 in 1696]
	Numulite[1 in 0]
	Oyster pearls[1 in 30]
	Poison ivy seed[1 in 208]
	Potato cactus seed[1 in 312]
	Pufferfish[1 in 14]
	Ranarr seed[1 in 396]
	Raw lobster[1 in 2]
	Rune javelin[1 in 510]
	Rune spear[1 in 4760]
	Seaweed[1 in 2]
	Seaweed spore[1 in 4]
	Shield left half[1 in 9930]
	Snapdragon seed[1 in 472]
	Snape grass seed[1 in 212]
	Strawberry seed[1 in 118]
	Tarromin seed[1 in 180]
	Toad's legs[1 in 10]
	Toadflax seed[1 in 98]
	Tooth half of key[1 in 2580]
	Torstol seed[1 in 2354]
	Uncut diamond[1 in 1292]
	Uncut emerald[1 in 160]
	Uncut ruby[1 in 316]
	Uncut sapphire[1 in 80]
	Unidentified large fossil[1 in 176]
	Unidentified medium fossil[1 in 140]
	Unidentified rare fossil[1 in 706]
	Unidentified small fossil[1 in 70]
	Water rune[1 in 0]
	Watermelon seed[1 in 244]
	Whiteberry seed[1 in 456]
	Wildblood seed[1 in 186]
Locust Rider
	Adamant arrow[1 in 0]
	Adamant javelin[1 in 422]
	Adamant kiteshield[1 in 42]
	Adamantite ore[1 in 4]
	Avantoe seed[1 in 690]
	Bass[1 in 6]
	Battlestaff[1 in 22]
	Belladonna seed[1 in 486]
	Blood rune[1 in 2]
	Bones[1 in 2]
	Cactus seed[1 in 720]
	Cadantine seed[1 in 2146]
	Chaos talisman[1 in 364]
	Coal[1 in 0]
	Coins[1 in 0]
	Cosmic rune[1 in 2]
	Death rune[1 in 176]
	Desert goat horn[1 in 10]
	Dragon med helm[1 in 16502]
	Dragon spear[1 in 1824]
	Dragonstone[1 in 8160]
	Dwarf weed seed[1 in 5122]
	Fire rune[1 in 0]
	Grimy avantoe[1 in 136]
	Grimy cadantine[1 in 206]
	Grimy dwarf weed[1 in 274]
	Grimy guam leaf[1 in 26]
	Grimy harralander[1 in 58]
	Grimy irit leaf[1 in 102]
	Grimy kwuarm[1 in 162]
	Grimy lantadyme[1 in 272]
	Grimy marrentill[1 in 34]
	Grimy ranarr weed[1 in 74]
	Grimy tarromin[1 in 46]
	Irit seed[1 in 472]
	Kwuarm seed[1 in 1004]
	Lantadyme seed[1 in 2968]
	Lava rune[1 in 0]
	Law rune[1 in 182]
	Lobster[1 in 26]
	Loop half of key[1 in 328]
	Marrentill tar[1 in 2]
	Mithril bar[1 in 2]
	Nature rune[1 in 84]
	Nature talisman[1 in 362]
	Poison ivy seed[1 in 692]
	Potato cactus seed[1 in 1006]
	Raw bass[1 in 2]
	Raw lobster[1 in 2]
	Rune 2h sword[1 in 5412]
	Rune arrow[1 in 4]
	Rune battleaxe[1 in 5486]
	Rune dagger[1 in 64]
	Rune javelin[1 in 110]
	Rune kiteshield[1 in 16220]
	Rune mace[1 in 128]
	Rune spear[1 in 678]
	Rune sq shield[1 in 126]
	Runite bar[1 in 3176]
	Shield left half[1 in 1376]
	Silver ore[1 in 82]
	Snapdragon seed[1 in 1504]
	Snape grass seed[1 in 1294]
	Steel arrow[1 in 54]
	Toadflax seed[1 in 322]
	Tooth half of key[1 in 328]
	Torstol seed[1 in 7754]
	Uncut diamond[1 in 276]
	Uncut emerald[1 in 34]
	Uncut ruby[1 in 68]
	Uncut sapphire[1 in 6]
	Waterskin(4)[1 in 128]
